,title,domestic_gross,foreign_gross,total_gross
2071,Remember (Canada Release),547000.0,2500000.0,3047000.0
2075,Captive (2015),2600000.0,218000.0,2818000.0
2076,He Named Me Malala,2700000.0,97100.0,2797100.0
2081,Jem and the Holograms,2200000.0,149000.0,2349000.0
2082,Beloved Sisters,54000.0,2200000.0,2254000.0
2083,The Riot Club,7700.0,2100000.0,2107700.0
2092,Janis: Little Girl Blue,410000.0,1200000.0,1610000.0
2093,'71,1300000.0,355000.0,1655000.0
2100,Maps to the Stars,351000.0,988000.0,1339000.0
2108,Cartel Land,704000.0,422000.0,1126000.0
2119,The D Train,673000.0,102000.0,775000.0
2127,Black Panthers: Vanguard of the Revolution,517000.0,67200.0,584200.0
2235,Love Thy Nature,41100.0,11800.0,52900.0
2322,Captain America: Civil War,408100000.0,745200000.0,1153300000.0
2323,Rogue One: A Star Wars Story,532200000.0,523900000.0,1056100000.0
2324,Finding Dory,486300000.0,542300000.0,1028600000.0
2325,Zootopia,341300000.0,682500000.0,1023800000.0
2326,The Jungle Book (2016),364000000.0,602500000.0,966500000.0
2327,The Secret Life of Pets,368400000.0,507100000.0,875500000.0
2328,Batman v Superman: Dawn of Justice,330400000.0,543300000.0,873700000.0
2329,Fantastic Beasts and Where To Find Them,234000000.0,580000000.0,814000000.0
2330,Deadpool,363100000.0,420000000.0,783100000.0
2331,Suicide Squad,325100000.0,421700000.0,746800000.0
2332,Doctor Strange,232600000.0,445100000.0,677700000.0
2333,Moana,248800000.0,394600000.0,643400000.0
2334,Sing,270400000.0,363800000.0,634200000.0
2335,The Mermaid (Mei ren yu),3200000.0,550600000.0,553800000.0
2336,X-Men: Apocalypse,155400000.0,388500000.0,543900000.0
2337,Kung Fu Panda 3,143500000.0,377600000.0,521100000.0
2338,La La Land,151100000.0,295000000.0,446100000.0
2339,Warcraft,47400000.0,386300000.0,433700000.0
2340,Jason Bourne,162400000.0,253100000.0,415500000.0
2341,Ice Age: Collision Course,64099999.0,344500000.0,408599999.0
2342,Independence Day: Resurgence,103100000.0,286500000.0,389600000.0
2343,Monster Hunt,32800.0,385300000.0,385332800.0
2344,The Legend of Tarzan,126600000.0,230100000.0,356700000.0
2345,The Angry Birds Movie,107500000.0,244800000.0,352300000.0
2346,Trolls,153700000.0,193200000.0,346900000.0
2347,Star Trek Beyond,158800000.0,184600000.0,343400000.0
2348,Now You See Me 2,65099999.0,269800000.0,334899999.0
2349,The Conjuring 2,102500000.0,217900000.0,320400000.0
2350,Passengers (2016),100000000.0,203100000.0,303100000.0
2351,Dangal,12400000.0,290500000.0,302900000.0
2352,Alice Through the Looking Glass,77000000.0,222400000.0,299400000.0
2353,Miss Peregrine's Home for Peculiar Children,87200000.0,209200000.0,296400000.0
2354,Teenage Mutant Ninja Turtles: Out of the Shadows,82100000.0,163600000.0,245700000.0
2355,Assassin's Creed,54600000.0,186300000.0,240900000.0
2356,Sully,125100000.0,115700000.0,240800000.0
2357,Hidden Figures,169600000.0,66300000.0,235900000.0
2358,Ghostbusters (2016),128400000.0,100800000.0,229200000.0
2359,Inferno,34300000.0,185700000.0,220000000.0
2360,Central Intelligence,127400000.0,89500000.0,216900000.0
2361,Bridget Jones's Baby,24300000.0,187700000.0,212000000.0
2362,Me Before You,56200000.0,152100000.0,208300000.0
2363,London Has Fallen,62500000.0,143200000.0,205700000.0
2364,Arrival,100500000.0,102800000.0,203300000.0
2365,The Monkey King 2 in 3D,710000.0,193000000.0,193710000.0
2366,Bad Moms,113300000.0,70700000.0,184000000.0
2367,Storks,72700000.0,110700000.0,183400000.0
2368,The BFG,55500000.0,127900000.0,183400000.0
2369,The Divergent Series: Allegiant,66200000.0,113100000.0,179300000.0
2370,Hacksaw Ridge,67200000.0,108100000.0,175300000.0
2371,The Girl on the Train (2016),75400000.0,97800000.0,173200000.0
2372,Operation Mekong,800000.0,172300000.0,173100000.0
2373,The Huntsman: Winter's War,48400000.0,116600000.0,165000000.0
2374,The Magnificent Seven (2016),93400000.0,68900000.0,162300000.0
2375,Jack Reacher: Never Go Back,58700000.0,103400000.0,162100000.0
2376,Don't Breathe,89200000.0,67900000.0,157100000.0
2377,Ip Man 3,2700000.0,154200000.0,156900000.0
2378,The Accountant,86300000.0,68900000.0,155200000.0
2379,Gods of Egypt,31200000.0,119500000.0,150700000.0
2380,Lights Out,67300000.0,81600000.0,148900000.0
2381,Pete's Dragon (2016),76200000.0,67500000.0,143700000.0
2382,Sausage Party,97700000.0,43000000.0,140700000.0
2383,Lion,51700000.0,88600000.0,140300000.0
2384,Detective Chinatown (Tang ren jie tan an),474000.0,125400000.0,125874000.0
2385,Mechanic: Resurrection,21200000.0,104500000.0,125700000.0
2386,Ride Along 2,91200000.0,33400000.0,124600000.0
2387,Deepwater Horizon,61400000.0,60400000.0,121800000.0
2388,Allied,40100000.0,79400000.0,119500000.0
2389,The Shallows,55100000.0,64000000.0,119100000.0
2390,The Purge: Election Year,79200000.0,39400000.0,118600000.0
2391,Why Him?,60300000.0,57800000.0,118100000.0
2393,Office Christmas Party,54800000.0,59700000.0,114500000.0
2394,How to Be Single,46800000.0,65500000.0,112300000.0
2395,10 Cloverfield Lane,72100000.0,38100000.0,110200000.0
2396,The 5th Wave,34900000.0,75000000.0,109900000.0
2397,Neighbors 2: Sorority Rising,55500000.0,52600000.0,108100000.0
2398,Cold War 2,561000.0,102600000.0,103161000.0
2399,The Little Prince,1300000.0,96200000.0,97500000.0
2400,Dirty Grandpa,35600000.0,58500000.0,94100000.0
2401,Ben-Hur (2016),26400000.0,67700000.0,94100000.0
2402,Money Monster,41000000.0,52300000.0,93300000.0
2403,My Big Fat Greek Wedding 2,59700000.0,29200000.0,88900000.0
2404,Collateral Beauty,31000000.0,57500000.0,88500000.0
2405,Train to Busan,2100000.0,85400000.0,87500000.0
2406,Sultan,6200000.0,81100000.0,87300000.0
2407,War Dogs,43000000.0,43200000.0,86200000.0
2408,Nerve,38600000.0,46700000.0,85300000.0
2409,Ouija: Origin of Evil,35100000.0,46600000.0,81700000.0
2410,Manchester by the Sea,47700000.0,31300000.0,79000000.0
2411,The Boss,63300000.0,15600000.0,78900000.0
2412,Shin Godzilla,1900000.0,76000000.0,77900000.0
2413,Mike and Dave Need Wedding Dates,46000000.0,31100000.0,77100000.0
2414,Boo! A Madea Halloween,73200000.0,1600000.0,74800000.0
2415,Miracles from Heaven,61700000.0,12200000.0,73900000.0
2416,I Am Not Madame Bovary,437000.0,70400000.0,70837000.0
2417,Kubo and the Two Strings,48000000.0,21900000.0,69900000.0
2418,13 Hours: The Secret Soldiers of Benghazi,52900000.0,16600000.0,69500000.0
2419,Moonlight (2016),27900000.0,37200000.0,65100000.0
2420,Fences,57700000.0,6700000.0,64400000.0
2421,The Boy (2016),35800000.0,28400000.0,64200000.0
2422,"Hail, Caesar!",30500000.0,33100000.0,63600000.0
2423,The Nice Guys,36300000.0,26500000.0,62800000.0
2424,L.O.R.D: Legend of Ravaging Dynasties,350000.0,57700000.0,58050000.0
2425,Nine Lives (2016),19700000.0,38100000.0,57800000.0
2426,Zoolander 2,28800000.0,27900000.0,56700000.0
2427,Barbershop: The Next Cut,54000000.0,1000000.0,55000000.0
2428,The Finest Hours,27600000.0,24500000.0,52100000.0
2429,Master,597000.0,51000000.0,51597000.0
2430,Patriots Day,31900000.0,18700000.0,50600000.0
2431,Florence Foster Jenkins,27400000.0,21500000.0,48900000.0
2432,Mother's Day,32500000.0,15900000.0,48400000.0
2433,Luck-Key,467000.0,47700000.0,48167000.0
2434,Yo-kai Watch: The Movie,257000.0,47600000.0,47857000.0
2435,A Monster Calls,3700000.0,43600000.0,47300000.0
2436,Eddie the Eagle,15800000.0,30400000.0,46200000.0
2437,Risen,36900000.0,9200000.0,46100000.0
2438,Blair Witch,20800000.0,24400000.0,45200000.0
2439,Cafe Society,11100000.0,32700000.0,43800000.0
2440,Almost Christmas,42200000.0,422000.0,42622000.0
2441,The Witch,25100000.0,15300000.0,40400000.0
2442,The Wild Life (2016),8000000.0,31500000.0,39500000.0
2443,Criminal (2016),14700000.0,24100000.0,38800000.0
2444,Absolutely Fabulous: The Movie,4800000.0,33100000.0,37900000.0
2445,Hell or High Water,27000000.0,10900000.0,37900000.0
2446,The Forest,26600000.0,11000000.0,37600000.0
2447,Snowden,21600000.0,15700000.0,37300000.0
2448,Billy Lynn's Long Halftime Walk,1700000.0,29200000.0,30900000.0
2449,When the Bough Breaks,29700000.0,911000.0,30611000.0
2450,Nocturnal Animals,10700000.0,19600000.0,30300000.0
2451,Keeping Up with the Joneses,14900000.0,15000000.0,29900000.0
2452,Ae Dil Hai Mushkil,4300000.0,24100000.0,28400000.0
2453,Fan,2300000.0,25900000.0,28200000.0
2454,M.S. Dhoni: The Untold Story,1800000.0,26000000.0,27800000.0
2455,The Light Between Oceans,12500000.0,13400000.0,25900000.0
2456,The Brothers Grimsby,6900000.0,18300000.0,25200000.0
2457,Race (2016),19200000.0,5900000.0,25100000.0
2458,Free State of Jones,20800000.0,4200000.0,25000000.0
2459,A Beautiful Planet,15500000.0,9400000.0,24900000.0
2460,God's Not Dead 2,20800000.0,3700000.0,24500000.0
2461,Silence (2016),7100000.0,16600000.0,23700000.0
2462,Middle School: The Worst Years of My Life,20000000.0,3300000.0,23300000.0
2463,Triple 9,12600000.0,10500000.0,23100000.0
2465,Captain Fantastic,5900000.0,16900000.0,22800000.0
2466,Live By Night,10400000.0,12300000.0,22700000.0
2467,Julieta,1500000.0,21000000.0,22500000.0
2469,Fifty Shades of Black,11700000.0,10500000.0,22200000.0
2471,El Clan,201000.0,20200000.0,20401000.0
2472,The Edge of Seventeen,14400000.0,4400000.0,18800000.0
2476,Regression,55000.0,17600000.0,17655000.0
2477,Neerja,1600000.0,16000000.0,17600000.0
2480,Hardcore Henry,9300000.0,7600000.0,16900000.0
2481,Pride and Prejudice and Zombies,10900000.0,5500000.0,16400000.0
2483,Kapoor & Sons - Since 1921,2600000.0,12800000.0,15400000.0
2484,The Take (2016),50300.0,14800000.0,14850300.0
2485,Sword Master,75500.0,14600000.0,14675500.0
2487,The Other Side of the Door,3000000.0,11300000.0,14300000.0
2490,Sing Street,3200000.0,10400000.0,13600000.0
2491,Shut In,6900000.0,6200000.0,13100000.0
2492,Loving,7800000.0,5200000.0,13000000.0
2493,The Beatles: Eight Days a Week - The Touring Years,2900000.0,9400000.0,12300000.0
2494,The Man Who Knew Infinity,3900000.0,8400000.0,12300000.0
2497,Our Kind of Traitor,3200000.0,7600000.0,10800000.0
2498,The Perfect Match,9700000.0,745000.0,10445000.0
2499,Queen of Katwe,8900000.0,1500000.0,10400000.0
2500,Miss Sloane,3500000.0,5600000.0,9100000.0
2502,Morgan,3900000.0,4900000.0,8800000.0
2504,My King (Mon roi),54100.0,7900000.0,7954100.0
2505,Pele: Birth of a Legend,57000.0,7800000.0,7857000.0
2506,A Bigger Splash,2000000.0,5500000.0,7500000.0
2507,Southside with You,6300000.0,208000.0,6508000.0
2509,Incarnate,4800000.0,1500000.0,6300000.0
2510,Max Steel,3800000.0,2500000.0,6300000.0
2511,Midnight Special,3700000.0,2500000.0,6200000.0
2512,The Duelist,13500.0,6100000.0,6113500.0
2513,The Autopsy of Jane Doe,10500.0,6000000.0,6010500.0
2514,My Best Friend's Wedding (2016),78600.0,5600000.0,5678600.0
2515,Genius,1400000.0,4300000.0,5700000.0
2520,Men & Chicken,30200.0,4600000.0,4630200.0
2525,Indignation,3400000.0,523000.0,3923000.0
2527,Rules Don't Apply,3700000.0,233000.0,3933000.0
2530,Naam Hai Akira,219000.0,3500000.0,3719000.0
2532,Miles Ahead,2600000.0,850000.0,3450000.0
2535,The Program (2016),13100.0,3300000.0,3313100.0
2539,Desierto,2000000.0,1000000.0,3000000.0
2541,Hillsong - Let Hope Rise,2400000.0,255000.0,2655000.0
2542,El Jeremias,650000.0,1900000.0,2550000.0
2547,Equals,33300.0,2100000.0,2133300.0
2552,American Honey,663000.0,1200000.0,1863000.0
2554,A Perfect Day,14000.0,1700000.0,1714000.0
2556,Rustom,1100000.0,571000.0,1671000.0
2567,Ma ma,47300.0,1100000.0,1147300.0
2665,The Monster (2016),12500.0,62200.0,74700.0
2696,Troublemakers: The Story of Land Art,29500.0,9100.0,38600.0
2758,Star Wars: The Last Jedi,620200000.0,712400000.0,1332600000.0
2759,Beauty and the Beast (2017),504000000.0,759500000.0,1263500000.0
2760,The Fate of the Furious,226000000.0,1010.0,226001010.0
2761,Despicable Me 3,264600000.0,770200000.0,1034800000.0
2762,Jumanji: Welcome to the Jungle,404500000.0,557600000.0,962100000.0
2763,Spider-Man: Homecoming,334200000.0,546000000.0,880200000.0
2764,Wolf Warrior 2,2700000.0,867600000.0,870300000.0
2765,Guardians of the Galaxy Vol. 2,389800000.0,473900000.0,863700000.0
2766,Thor: Ragnarok,315100000.0,538900000.0,854000000.0
2767,Wonder Woman,412600000.0,409300000.0,821900000.0
2768,Coco,209700000.0,597400000.0,807100000.0
2769,Pirates of the Caribbean: Dead Men Tell No Tales,172600000.0,622300000.0,794900000.0
2770,It,327500000.0,372900000.0,700400000.0
2771,Justice League,229000000.0,428900000.0,657900000.0
2772,Logan (2017),226300000.0,392700000.0,619000000.0
2773,Transformers: The Last Knight,130199999.0,475300000.0,605499999.0
2774,Kong: Skull Island,168100000.0,398600000.0,566700000.0
2775,The Boss Baby,175000000.0,353000000.0,528000000.0
2776,Dunkirk,188000000.0,337200000.0,525200000.0
2777,War for the Planet of the Apes,146900000.0,343800000.0,490700000.0
2778,The Greatest Showman,174300000.0,260700000.0,435000000.0
2779,Kingsman: The Golden Circle,100200000.0,310700000.0,410900000.0
2780,The Mummy (2017),80200000.0,329000000.0,409200000.0
2781,Cars 3,152900000.0,231000000.0,383900000.0
2782,Fifty Shades Darker,114600000.0,267000000.0,381600000.0
2783,Your Name.,5000000.0,353000000.0,358000000.0
2784,Murder on the Orient Express (2017),102800000.0,250000000.0,352800000.0
2785,xXx: The Return of Xander Cage,44900000.0,301200000.0,346100000.0
2786,The Great Wall,45500000.0,289400000.0,334900000.0
2787,Resident Evil: The Final Chapter,26800000.0,285400000.0,312200000.0
2788,The LEGO Batman Movie,175800000.0,136200000.0,312000000.0
2789,Annabelle: Creation,102100000.0,204400000.0,306500000.0
2790,Wonder,132400000.0,173500000.0,305900000.0
2791,Ferdinand,84400000.0,211700000.0,296100000.0
2792,Split,138300000.0,140200000.0,278500000.0
2793,Blade Runner 2049,92100000.0,167200000.0,259300000.0
2794,Get Out,176000000.0,79400000.0,255400000.0
2795,Kung Fu Yoga,363000.0,253800000.0,254163000.0
2796,Baahubali 2: The Conclusion,20200000.0,234000000.0,254200000.0
2797,Journey to the West: The Demons Strike Back,880000.0,245700000.0,246580000.0
2798,Alien: Covenant,74300000.0,166600000.0,240900000.0
2799,Baby Driver,107800000.0,119100000.0,226900000.0
2800,Valerian and the City of a Thousand Planets,41200000.0,184700000.0,225900000.0
2801,Geostorm,33700000.0,187900000.0,221600000.0
2802,The Emoji Movie,86100000.0,131699999.0,217799999.0
2803,A Dog's Purpose,64500000.0,140500000.0,205000000.0
2804,Smurfs: The Lost Village,45000000.0,152200000.0,197200000.0
2805,The Shape of Water,63900000.0,131400000.0,195300000.0
2806,Pitch Perfect 3,104900000.0,80500000.0,185400000.0
2807,Daddy's Home 2,104000000.0,76600000.0,180600000.0
2808,The Post,81900000.0,97900000.0,179800000.0
2809,Baywatch,58100000.0,119800000.0,177900000.0
2810,The Hitman's Bodyguard,75500000.0,101100000.0,176600000.0
2811,John Wick: Chapter Two,92000000.0,79500000.0,171500000.0
2812,Ghost in the Shell (2017),40600000.0,129199999.0,169799999.0
2813,"Three Billboards Outside Ebbing, Missouri",54500000.0,104700000.0,159200000.0
2814,Duckweed,472000.0,150600000.0,151072000.0
2815,Darkest Hour,56500000.0,94400000.0,150900000.0
2816,King Arthur: Legend of the Sword,39200000.0,109500000.0,148700000.0
2817,The Foreigner,34400000.0,111000000.0,145400000.0
2818,Power Rangers (2017),85400000.0,57000000.0,142400000.0
2819,Girls Trip,115200000.0,25400000.0,140600000.0
2820,American Made,51300000.0,83500000.0,134800000.0
2821,A Bad Moms Christmas,72100000.0,58400000.0,130500000.0
2822,Captain Underpants: The First Epic Movie,73900000.0,51600000.0,125500000.0
2823,Happy Death Day,55700000.0,69800000.0,125500000.0
2824,The LEGO Ninjago Movie,59300000.0,63800000.0,123100000.0
2826,The Dark Tower,50700000.0,62500000.0,113200000.0
2827,Buddies in India,293000.0,109300000.0,109593000.0
2828,Leap!,21900000.0,81400000.0,103300000.0
2829,Jigsaw,38100000.0,64900000.0,103000000.0
2830,Railroad Tigers,218000.0,102000000.0,102218000.0
2831,Life (2017),30200000.0,70300000.0,100500000.0
2832,Atomic Blonde,51700000.0,48300000.0,100000000.0
2833,The Shack,57400000.0,39600000.0,97000000.0
2834,Some Like It Hot (Qing Shung),100000.0,95600000.0,95700000.0
2835,Tiger Zinda Hai,5600000.0,81800000.0,87400000.0
2836,Going in Style (2017),45000000.0,39900000.0,84900000.0
2837,Rings,27800000.0,55300000.0,83100000.0
2838,A Taxi Driver,1500000.0,80100000.0,81600000.0
2839,Underworld: Blood Wars,30400000.0,50700000.0,81100000.0
2840,Lady Bird,49000000.0,30000000.0,79000000.0
2841,American Assassin,36200000.0,31000000.0,67200000.0
2842,One Piece Film: Gold,424000.0,65800000.0,66224000.0
2843,Victoria and Abdul,22200000.0,43200000.0,65400000.0
2844,The Nut Job 2: Nutty by Nature,28400000.0,36800000.0,65200000.0
2845,Monster Trucks,33400000.0,31100000.0,64500000.0
2846,The Mountain Between Us,30300000.0,32500000.0,62800000.0
2847,The Star,40900000.0,22000000.0,62900000.0
2848,How to be a Latin Lover,32100000.0,29700000.0,61800000.0
2849,"Everything, Everything",34100000.0,27500000.0,61600000.0
2850,Snatched,45900000.0,15000000.0,60900000.0
2851,My Little Pony: The Movie,21900000.0,38400000.0,60300000.0
2852,Molly's Game,28800000.0,30500000.0,59300000.0
2853,All the Money in the World,25100000.0,31900000.0,57000000.0
2854,The Big Sick,42900000.0,13500000.0,56400000.0
2855,Confidential Assignment,476000.0,55500000.0,55976000.0
2856,Downsizing,24400000.0,30600000.0,55000000.0
2857,"I, Tonya",30000000.0,23900000.0,53900000.0
2858,Logan Lucky,27800000.0,20700000.0,48500000.0
2859,Tyler Perry's Boo 2! A Madea Halloween,47300000.0,1000000.0,48300000.0
2860,Phantom Thread,21200000.0,26600000.0,47800000.0
2861,Rough Night,22100000.0,25200000.0,47300000.0
2862,The Battleship Island,1100000.0,45000000.0,46100000.0
2863,Flatliners (2017),16900000.0,28300000.0,45200000.0
2865,mother!,17800000.0,26700000.0,44500000.0
2867,The Snowman,6700000.0,36400000.0,43100000.0
2868,Gifted,24800000.0,18200000.0,43000000.0
2869,Loving Vincent,6700000.0,35500000.0,42200000.0
2870,Call Me by Your Name,18100000.0,23800000.0,41900000.0
2871,T2: Trainspotting,2400000.0,39300000.0,41700000.0
2872,Fist Fight,32200000.0,8900000.0,41100000.0
2873,Diary of a Wimpy Kid: The Long Haul,20700000.0,19400000.0,40100000.0
2874,The House,25600000.0,8600000.0,34200000.0
2875,Tad the Lost Explorer and the Secret of King Midas,5900.0,34200000.0,34205900.0
2877,Sleepless,20800000.0,12100000.0,32900000.0
2879,The Disaster Artist,21100000.0,8700000.0,29800000.0
2881,The Beguiled (2017),10700000.0,16700000.0,27400000.0
2883,Judwaa 2,1400000.0,25500000.0,26900000.0
2884,CHiPs,18600000.0,8199999.0,26799999.0
2885,The Bye Bye Man,22400000.0,4300000.0,26700000.0
2886,A Cure for Wellness,8100000.0,18500000.0,26600000.0
2887,The Zookeeper's Wife,17600000.0,8600000.0,26200000.0
2888,Only The Brave,18300000.0,7400000.0,25700000.0
2889,Father Figures,17500000.0,8100000.0,25600000.0
2890,Badrinath Ki Dulhania,2000000.0,23200000.0,25200000.0
2891,Born in China,13900000.0,11200000.0,25100000.0
2892,The Founder,12800000.0,11300000.0,24100000.0
2893,Jolly Llb 2,1700000.0,21300000.0,23000000.0
2894,The Glass Castle,17300000.0,4600000.0,21900000.0
2895,Sword Art Online: The Movie - Ordinal Scale,1500000.0,19200000.0,20700000.0
2897,It Comes At Night,14000000.0,5300000.0,19300000.0
2898,The Lost City of Z,8600000.0,10700000.0,19300000.0
2899,Unforgettable (2017),11400000.0,6400000.0,17800000.0
2900,The Case for Christ,14700000.0,3000000.0,17700000.0
2902,Wonder Wheel,1400000.0,14500000.0,15900000.0
2903,Gold,7200000.0,7700000.0,14900000.0
2904,The Space Between Us,7900000.0,6900000.0,14800000.0
2906,A United Kingdom,3900000.0,9900000.0,13800000.0
2907,"Roman J. Israel, Esq.",12000000.0,1100000.0,13100000.0
2908,Mubarakan,759000.0,12100000.0,12859000.0
2910,The Promise (2017),8199999.0,4200000.0,12399999.0
2912,Earth: One Amazing Day,81300.0,11600000.0,11681300.0
2915,My Cousin Rachel,2700000.0,6500000.0,9200000.0
2916,Truman,211000.0,8800000.0,9011000.0
2917,Stronger,4200000.0,4200000.0,8400000.0
2918,Tulip Fever,2500000.0,5900000.0,8400000.0
2919,Viceroy's House,1100000.0,6700000.0,7800000.0
2920,Amityville: The Awakening,700.0,7700000.0,7700700.0
2921,Just Getting Started,6100000.0,1600000.0,7700000.0
2922,Beatriz At Dinner,7100000.0,310000.0,7410000.0
2924,The Red Turtle,922000.0,5700000.0,6622000.0
2925,From the Land of the Moon,47700.0,6500000.0,6547700.0
2927,All Saints,5800000.0,140000.0,5940000.0
2932,Phillauri,468000.0,5000000.0,5468000.0
2933,Ok Jaanu,356000.0,5000000.0,5356000.0
2934,An Inconvenient Sequel: Truth to Power,3500000.0,1900000.0,5400000.0
2935,Table 19,3600000.0,1400000.0,5000000.0
2936,Collide,2300000.0,2500000.0,4800000.0
2937,The Wall,1800000.0,2700000.0,4500000.0
2938,Mark Felt: The Man Who Brought Down the White House,769000.0,3600000.0,4369000.0
2939,Terminator 2: Judgment Day 3D,1000000.0,2900000.0,3900000.0
2940,Brad's Status,2100000.0,1700000.0,3800000.0
2943,Wonderstruck,1100000.0,2200000.0,3300000.0
2945,Raw (2017),515000.0,2600000.0,3115000.0
2947,A Gentleman,410000.0,2500000.0,2910000.0
2948,Inhumans,1500000.0,1300000.0,2800000.0
2950,The Only Living Boy in New York,624000.0,1900000.0,2524000.0
2952,Poster Boys,97000.0,2400000.0,2497000.0
2961,Last Flag Flying,965000.0,904000.0,1869000.0
2965,Human Flow,528000.0,1300000.0,1828000.0
2969,Patti Cake$,800000.0,682000.0,1482000.0
2975,6 Below: Miracle on the Mountain,14800.0,1100000.0,1114800.0
2985,Buena Vista Social Club: Adios,123000.0,578000.0,701000.0
2990,3 Generations,156000.0,375000.0,531000.0
2993,Letters from Baghdad,360000.0,143000.0,503000.0
3009,City of Ghosts,128000.0,100000.0,228000.0
3079,Avengers: Infinity War,678800000.0,1369.5,678801369.5
3080,Black Panther,700100000.0,646900000.0,1347000000.0
3081,Jurassic World: Fallen Kingdom,417700000.0,891800000.0,1309500000.0
3082,Incredibles 2,608600000.0,634200000.0,1242800000.0
3083,Aquaman,335100000.0,812700000.0,1147800000.0
3084,Bohemian Rhapsody,216400000.0,687200000.0,903600000.0
3085,Venom (2018),213500000.0,641500000.0,855000000.0
3086,Mission: Impossible - Fallout,220200000.0,571000000.0,791200000.0
3087,Deadpool 2,318500000.0,460500000.0,779000000.0
3088,Fantastic Beasts: The Crimes of Grindelwald,159600000.0,494100000.0,653700000.0
3089,Ant-Man and the Wasp,216600000.0,406000000.0,622600000.0
3090,Ready Player One,137700000.0,445200000.0,582900000.0
3091,Operation Red Sea,1500000.0,577700000.0,579200000.0
3092,Detective Chinatown 2,2000000.0,542100000.0,544100000.0
3093,The Meg,145400000.0,384800000.0,530200000.0
3094,Ralph Breaks the Internet,201100000.0,328100000.0,529200000.0
3095,Hotel Transylvania 3: Summer Vacation,167500000.0,361100000.0,528600000.0
3096,Dr. Seuss' The Grinch (2018),270600000.0,241000000.0,511600000.0
3097,Bumblebee,127200000.0,340800000.0,468000000.0
3098,A Star is Born (2018),215300000.0,218900000.0,434200000.0
3099,Rampage (2018),101000000.0,327000000.0,428000000.0
3100,Mamma Mia! Here We Go Again,120600000.0,274400000.0,395000000.0
3101,Solo: A Star Wars Story,213800000.0,179200000.0,393000000.0
3102,Spider-Man: Into The Spider-Verse,190200000.0,185300000.0,375500000.0
3103,Fifty Shades Freed,100400000.0,271500000.0,371900000.0
3104,The Nun,117500000.0,248100000.0,365600000.0
3105,Monster Hunt 2,706000.0,361000000.0,361706000.0
3106,Peter Rabbit,115300000.0,236000000.0,351300000.0
3107,Mary Poppins Returns,172000000.0,177600000.0,349600000.0
3108,A Quiet Place,188000000.0,152900000.0,340900000.0
3109,Green Book,85100000.0,234700000.0,319800000.0
3110,Skyscraper,68400000.0,236400000.0,304800000.0
3111,Ocean's 8,140200000.0,157500000.0,297700000.0
3112,Pacific Rim Uprising,59900000.0,231100000.0,291000000.0
3113,Maze Runner: The Death Cure,58000000.0,230200000.0,288200000.0
3114,Tomb Raider,58300000.0,216400000.0,274700000.0
3115,Halloween (2018),159300000.0,96100000.0,255400000.0
3116,Crazy Rich Asians,174500000.0,64000000.0,238500000.0
3117,Paddington 2,40900000.0,186400000.0,227300000.0
3118,Smallfoot,83200000.0,130900000.0,214100000.0
3119,Creed II,115700000.0,98300000.0,214000000.0
3120,Disney's Christopher Robin,99200000.0,98500000.0,197700000.0
3121,The Equalizer 2,102100000.0,88300000.0,190400000.0
3122,The Nutcracker and the Four Realms,54900000.0,119100000.0,174000000.0
3123,The Mule,103800000.0,68700000.0,172500000.0
3124,Insidious: The Last Key,67700000.0,100100000.0,167800000.0
3125,The Predator (2018),51000000.0,109500000.0,160500000.0
3126,Johnny English Strikes Again,4400000.0,154500000.0,158900000.0
3127,Red Sparrow,46900000.0,104700000.0,151600000.0
3128,The First Purge,69500000.0,67500000.0,137000000.0
3129,A Wrinkle in Time,100500000.0,32200000.0,132700000.0
3130,The House With A Clock In Its Walls,68500000.0,62900000.0,131400000.0
3131,Instant Family,67400000.0,53200000.0,120600000.0
3132,The Commuter,36300000.0,83600000.0,119900000.0
3133,Game Night,69200000.0,48500000.0,117700000.0
3134,The Monkey King 3,187000.0,114900000.0,115087000.0
3135,First Man,44900000.0,60800000.0,105700000.0
3136,Night School (2018),77300000.0,25800000.0,103100000.0
3137,Alpha,35900000.0,62300000.0,98200000.0
3138,A Simple Favor,53500000.0,44100000.0,97600000.0
3139,The Favourite,34400000.0,61600000.0,96000000.0
3140,Truth or Dare,41400000.0,53900000.0,95300000.0
3141,I Feel Pretty,48800000.0,45700000.0,94500000.0
3142,Blockers,60300000.0,33700000.0,94000000.0
3143,Goosebumps 2: Haunted Halloween,46700000.0,46600000.0,93300000.0
3144,BlacKkKlansman,49300000.0,44000000.0,93300000.0
3145,Overboard (2018),50300000.0,40900000.0,91200000.0
3146,Sherlock Gnomes,43200000.0,47100000.0,90300000.0
3147,Robin Hood (2018),30800000.0,54000000.0,84800000.0
3148,Mortal Engines,16000000.0,67700000.0,83700000.0
3149,How Long Will I Love U,747000.0,82100000.0,82847000.0
3150,Den of Thieves,44900000.0,35600000.0,80500000.0
3151,Hereditary,44100000.0,35300000.0,79400000.0
3152,Tag,54700000.0,23400000.0,78100000.0
3153,Vice,47800000.0,28200000.0,76000000.0
3154,Widows,42400000.0,33600000.0,76000000.0
3155,Sicario: Day of the Soldado,50100000.0,25800000.0,75900000.0
3156,Searching,26000000.0,49400000.0,75400000.0
3157,The Spy Who Dumped Me,33600000.0,41800000.0,75400000.0
3158,Second Act,39300000.0,33000000.0,72300000.0
3159,Sanju,7900000.0,63600000.0,71500000.0
